train_loss2;val_loss2;val_acc2;dt2;
0,581577526538;0,775998655757;0,779233870968;44,5802891254;
0,583953493866;0,777770546237;0,779737903226;44,7390930653;
0,578535475887;0,769271147494;0,781754032258;44,6946649551;
0,625855518478;0,771946353225;0,779737903226;44,7108840942;
0,597608588411;0,773370044564;0,78125;44,5953161716;
0,584964803051;0,77593109195;0,780241935484;44,5799460411;
0,574538104682;0,772655973159;0,779233870968;44,4270150661;
0,607235893301;0,778146702003;0,778225806452;44,6519210339;
0,576593948571;0,778944001755;0,778225806452;44,5315759182;
0,586888724098;0,782467563074;0,777217741935;44,4723169804;
0,566900940476;0,780167085979;0,778225806452;44,6773819923;
0,587899587527;0,776577378937;0,780241935484;44,672451973;
0,552387014533;0,780082255727;0,778225806452;44,5504310131;
0,580632507251;0,773163543687;0,78125;44,6597089767;
0,586444352576;0,773820189996;0,78125;44,6290590763;
0,578557089271;0,775196954445;0,78125;44,6534819603;
0,574305445522;0,777053503543;0,779737903226;44,6344749928;
0,584000202421;0,78043782988;0,779233870968;45,1909799576;
0,56892714195;0,773505763496;0,78125;45,4094769955;
0,573348569676;0,774432283478;0,780745967742;44,5835268497;
0,571316198351;0,775165921518;0,78125;44,6273179054;
0,552525645324;0,772761817626;0,78125;44,6300649643;
0,561959168017;0,781614189863;0,779737903226;44,7313640118;
0,577734460485;0,779092810199;0,777721774194;44,6418180466;
0,550367249511;0,774381115145;0,780241935484;44,5916600227;
0,573855393052;0,781447858989;0,77872983871;44,6267769337;
0,572065500378;0,778708848737;0,779233870968;44,6457560062;
0,565490021386;0,77351145008;0,779737903226;44,5760688782;
0,575270129564;0,77555935899;0,780745967742;44,5375728607;
0,55819699432;0,779656563946;0,779233870968;44,6960721016;
0,567082700966;0,772466653465;0,780745967742;44,5178530216;
0,540910850877;0,773109937224;0,78125;44,7400560379;
0,537688639159;0,776142040315;0,781754032258;44,6767790318;
0,569390063381;0,776788030295;0,780745967742;44,394441843;
0,555127698624;0,776676686884;0,78125;44,7433300018;
0,566745479546;0,775586103105;0,782258064516;44,577521801;
0,573466189277;0,780165387472;0,780241935484;44,6037340164;
0,567875206307;0,778609496404;0,780241935484;44,6217551231;
0,576747080134;0,777423052394;0,779737903226;44,7846109867;
0,5669661147;0,778525340956;0,779233870968;44,6345632076;
0,532199725285;0,779951553009;0,780241935484;44,7439529896;
0,572522902247;0,780794862905;0,780241935484;44,7086410522;
0,543005273749;0,771407045566;0,78125;44,6545031071;
0,55173522443;0,779941300304;0,780745967742;44,6152060032;
0,577979024508;0,780587889683;0,779737903226;44,6708650589;
0,565455816164;0,781708294601;0,779737903226;44,5998208523;
0,573344063756;0,779401424626;0,779737903226;43,8058679104;
0,545264323399;0,780765472126;0,77872983871;44,6395361423;
0,534892433444;0,77744482893;0,779737903226;44,6821210384;
0,576420239068;0,78198474592;0,779737903226;44,8059840202;
